
Iteration; Rate; AvgRate
1040;77.25;88,02757;
1041;80.03;88,01988;
1042;79.70;88,01189;
1043;77.68;88,00198;
1044;64.34;87,97932;
1045;57.39;87,95005;
1046;83.78;87,94607;
1047;74.30;87,93304;
1048;89.84;87,93485;
1049;86.25;87,93324;
1050;87.83;87,93315;
1051;98.37;87,94308;
1052;125.65;87,97892;
1053;73.04;87,96474;
1054;112.91;87,9884;
1055;96.60;87,99657;
1056;66.59;87,97629;
1057;67.83;87,95723;
1058;52.46;87,92368;
1059;63.37;87,90049;
1060;83.39;87,89623;
1061;84.35;87,89289;
1062;86.74;87,89181;
1063;87.69;87,89162;
1064;83.71;87,88769;
1065;96.81;87,89606;
1066;97.64;87,9052;
1067;104.03;87,92032;
1068;80.99;87,91383;
1069;78.89;87,90539;
1070;64.81;87,8838;
1071;79.06;87,87556;
1072;90.85;87,87833;
1073;59.46;87,85184;
1074;76.54;87,84131;
1075;66.18;87,82116;
1076;98.08;87,8307;
1077;140.66;87,87975;
1078;82.36;87,87463;
1079;85.30;87,87225;
1080;89.68;87,87392;
1081;76.61;87,86351;
1082;80.45;87,85665;
1083;131.65;87,89709;
1084;121.91;87,92846;
1085;65.31;87,90761;
1086;66.34;87,88775;
1087;73.86;87,87485;
1088;59.63;87,84888;
1089;81.87;87,8434;
1090;115.62;87,86888;
1091;94.62;87,87507;
1092;59.69;87,84926;
1093;85.43;87,84705;
1094;78.73;87,83871;
1095;104.10;87,85356;
1096;61.16;87,82921;
1097;56.13;87,80031;
1098;56.86;87,77213;
1099;92.89;87,77679;
1100;69.84;87,76048;
1101;87.22;87,75999;
1102;78.13;87,75125;
1103;102.91;87,76499;
1104;85.49;87,76293;
1105;72.49;87,74911;
1106;66.59;87,72997;
1107;85.37;87,72784;
1108;88.02;87,7281;
1109;87.93;87,72829;
1110;60.71;87,70394;
1111;79.32;87,6964;
1112;63.13;87,6743;
1113;107.89;87,69246;
1114;65.84;87,67284;
1115;51.17;87,64011;
1116;77.43;87,63096;
1117;129.29;87,66825;
1118;99.30;87,67865;
1119;75.65;87,6679;
1120;90.11;87,67008;
1121;99.20;87,68037;
1122;82.66;87,6759;
1123;83.34;87,67204;
1124;120.91;87,70161;
1125;75.66;87,6909;
1126;61.92;87,66802;
1127;76.08;87,65774;
1128;70.59;87,64261;
1129;73.18;87,6298;
1130;80.63;87,6236;
1131;91.69;87,6272;
1132;77.16;87,61794;
1133;65.06;87,59803;
1134;85.91;87,59654;
1135;63.74;87,57552;
1136;80.52;87,56931;
1137;138.01;87,61367;
1138;73.58;87,60133;
1139;71.86;87,58752;
1140;62.55;87,56555;
1141;71.68;87,55163;
1142;59.40;87,52698;
1143;86.72;87,52627;
1144;147.06;87,57831;
1145;66.47;87,55988;
1146;59.31;87,53522;
