
Iteration; Rate; AvgRate; TotalNumberOfActions 
2063;60.00;59,93251;129
2064;60.00;59,93254;129
2065;60.00;59,93258;129
2066;60.00;59,93261;129
2067;60.00;59,93264;128
2068;60.00;59,93268;127
2069;60.00;59,93271;126
2070;60.00;59,93275;125
2071;60.00;59,93278;124
2072;60.00;59,93282;124
2073;60.00;59,93285;124
2074;60.00;59,93288;124
2075;60.00;59,93291;124
2076;60.00;59,93294;124
2077;60.00;59,93297;124
2078;60.00;59,933;124
2079;60.00;59,93303;124
2080;60.00;59,93306;124
2081;60.00;59,93309;124
2082;60.00;59,93312;124
2083;60.00;59,93316;124
2084;60.00;59,93319;124
2085;60.00;59,93322;124
2086;60.00;59,93325;124
2087;60.00;59,93328;124
2088;60.00;59,93331;124
2089;60.00;59,93334;124
2090;60.00;59,93337;124
2091;60.00;59,9334;124
2092;60.00;59,93343;123
2093;60.00;59,93346;122
2094;60.00;59,93349;121
2095;60.00;59,93352;120
2096;60.00;59,93355;119
2097;60.00;59,93358;118
2098;60.00;59,93361;117
2099;60.00;59,93364;116
2100;60.00;59,93367;115
2101;60.00;59,9337;114
2102;60.00;59,93373;114
2103;60.00;59,93377;114
2104;60.00;59,9338;114
2105;60.00;59,93383;114
2106;60.00;59,93386;114
2107;60.00;59,93389;114
2108;60.00;59,93392;114
2109;60.00;59,93395;114
2110;60.00;59,93398;114
2111;60.00;59,93401;114
2112;60.00;59,93404;114
2113;60.00;59,93407;114
2114;60.00;59,9341;114
2115;60.00;59,93413;114
2116;60.00;59,93416;114
2117;60.00;59,93419;114
2118;60.00;59,93422;114
2119;60.00;59,93425;114
2120;60.00;59,93428;114
2121;60.00;59,93431;114
2122;60.00;59,93435;113
2123;60.00;59,93438;112
2124;60.00;59,93441;111
2125;60.00;59,93444;110
2126;60.00;59,93447;109
2127;60.00;59,9345;109
2128;60.00;59,93453;109
2129;60.00;59,93456;109
2130;60.00;59,93459;109
2131;60.00;59,93462;109
2132;60.00;59,93465;109
2133;60.00;59,93468;109
2134;60.00;59,93471;109
2135;60.00;59,93474;109
2136;60.00;59,93477;109
2137;60.00;59,9348;109
2138;60.00;59,93483;109
2139;60.00;59,93486;109
2140;60.00;59,93489;109
2141;60.00;59,93493;109
2142;60.00;59,93496;109
2143;60.00;59,93499;109
2144;60.00;59,93502;109
2145;60.00;59,93505;109
2146;60.00;59,93508;109
2147;60.00;59,93511;108
2148;60.00;59,93514;107
2149;60.00;59,93517;106
2150;60.00;59,9352;105
2151;60.00;59,93523;104
2152;60.00;59,93526;104
2153;60.00;59,93529;104
2154;60.00;59,93532;104
2155;60.00;59,93535;104
2156;60.00;59,93538;104
2157;60.00;59,93541;104
2158;60.00;59,93544;104
2159;60.00;59,93547;104
2160;60.00;59,9355;104
2161;60.00;59,93554;104
2162;60.00;59,93557;104
2163;60.00;59,9356;104
2164;60.00;59,93563;104
2165;60.00;59,93566;104
2166;60.00;59,93569;104
2167;60.00;59,93572;104
2168;60.00;59,93575;104
2169;60.00;59,93578;104
2170;60.00;59,93581;104
2171;60.00;59,93584;104
2172;60.00;59,93587;103
2173;60.00;59,9359;103
2174;60.00;59,93593;103
2175;60.00;59,93596;103
2176;60.00;59,93599;103
2177;60.00;59,93602;103
2178;60.00;59,93605;103
2179;60.00;59,93608;103
2180;60.00;59,93612;103
2181;60.00;59,93615;103
2182;60.00;59,93618;103
2183;60.00;59,93621;103
2184;60.00;59,93624;103
2185;60.00;59,93627;103
2186;60.00;59,9363;103
2187;60.00;59,93633;103
2188;60.00;59,93636;103
2189;60.00;59,93639;103
2190;60.00;59,93642;103
2191;60.00;59,93645;103
2192;60.00;59,93648;103
2193;60.00;59,93651;102
2194;60.00;59,93654;101
2195;60.00;59,93657;100
2196;60.00;59,9366;99
2197;60.00;59,93663;98
2198;60.00;59,93666;97
2199;60.00;59,9367;96
2200;60.00;59,93673;96
2201;60.00;59,93676;96
2202;60.00;59,93679;96
2203;60.00;59,93682;96
2204;60.00;59,93685;96
2205;60.00;59,93688;96
2206;60.00;59,93691;96
2207;60.00;59,93694;96
2208;60.00;59,93697;96
2209;60.00;59,93699;96
2210;60.00;59,93702;96
2211;60.00;59,93705;96
2212;60.00;59,93707;96
2213;60.00;59,9371;96
2214;60.00;59,93713;96
2215;60.00;59,93715;96
2216;60.00;59,93718;96
2217;60.00;59,93721;96
2218;60.00;59,93723;96
2219;60.00;59,93726;96
2220;60.00;59,93729;95
2221;60.00;59,93731;94
2222;60.00;59,93734;93
2223;60.00;59,93737;92
2224;60.00;59,93739;91
2225;60.00;59,93742;91
2226;60.00;59,93745;91
2227;60.00;59,93747;91
2228;60.00;59,9375;91
2229;60.00;59,93753;91
2230;60.00;59,93755;91
2231;60.00;59,93758;91
2232;60.00;59,93761;91
2233;60.00;59,93763;91
2234;60.00;59,93766;91
2235;60.00;59,93769;91
2236;60.00;59,93771;91
2237;60.00;59,93774;91
2238;60.00;59,93777;91
2239;60.00;59,93779;91
2240;60.00;59,93782;91
2241;60.00;59,93785;91
2242;60.00;59,93787;91
2243;60.00;59,9379;91
2244;60.00;59,93793;91
2245;60.00;59,93795;90
2246;60.00;59,93798;89
2247;60.00;59,93801;88
2248;60.00;59,93803;87
2249;60.00;59,93806;86
2250;60.00;59,93809;85
2251;60.00;59,93811;85
2252;60.00;59,93814;85
2253;60.00;59,93817;85
2254;60.00;59,93819;85
2255;60.00;59,93822;85
2256;60.00;59,93825;85
2257;60.00;59,93827;85
2258;60.00;59,9383;85
2259;60.00;59,93833;85
2260;60.00;59,93835;85
2261;60.00;59,93838;85
2262;60.00;59,93841;85
2263;60.00;59,93843;85
2264;60.00;59,93846;85
2265;60.00;59,93849;85
2266;60.00;59,93851;85
2267;60.00;59,93854;85
2268;60.00;59,93857;85
2269;60.00;59,93859;85
2270;60.00;59,93862;85
2271;60.00;59,93865;84
2272;60.00;59,93867;83
2273;60.00;59,9387;82
2274;60.00;59,93873;81
2275;60.00;59,93876;81
2276;60.00;59,93878;81
2277;60.00;59,93881;81
2278;60.00;59,93884;81
2279;60.00;59,93886;81
2280;60.00;59,93889;81
2281;60.00;59,93892;81
2282;60.00;59,93894;81
2283;60.00;59,93897;81
2284;60.00;59,939;81
2285;60.00;59,93902;81
2286;60.00;59,93905;81
2287;60.00;59,93908;81
2288;60.00;59,9391;81
2289;60.00;59,93913;81
2290;60.00;59,93916;81
2291;60.00;59,93918;81
2292;60.00;59,93921;81
2293;60.00;59,93924;81
2294;60.00;59,93926;81
2295;60.00;59,93929;80
2296;60.00;59,93932;79
2297;60.00;59,93934;78
2298;60.00;59,93937;77
2299;60.00;59,9394;76
2300;60.00;59,93942;76
2301;60.00;59,93945;76
2302;60.00;59,93948;76
2303;60.00;59,9395;76
2304;60.00;59,93953;76
2305;60.00;59,93956;76
2306;60.00;59,93958;76
2307;60.00;59,93961;76
2308;60.00;59,93964;76
2309;60.00;59,93966;76
2310;60.00;59,93969;76
2311;60.00;59,93972;76
2312;60.00;59,93974;76
2313;60.00;59,93977;76
2314;60.00;59,9398;76
2315;60.00;59,93982;76
2316;60.00;59,93985;76
2317;60.00;59,93988;76
2318;60.00;59,9399;76
2319;60.00;59,93993;76
2320;60.00;59,93996;75
2321;60.00;59,93998;74
2322;60.00;59,94001;73
2323;60.00;59,94004;72
2324;60.00;59,94006;71
2325;60.00;59,94009;71
2326;60.00;59,94012;71
2327;60.00;59,94014;71
2328;60.00;59,94017;71
2329;60.00;59,9402;71
2330;60.00;59,94022;71
2331;60.00;59,94025;71
2332;60.00;59,94028;71
2333;60.00;59,9403;71
2334;60.00;59,94033;71
2335;60.00;59,94036;71
2336;60.00;59,94038;71
2337;60.00;59,94041;71
2338;60.00;59,94044;71
2339;60.00;59,94046;71
2340;60.00;59,94049;71
2341;60.00;59,94052;71
2342;60.00;59,94054;71
2343;60.00;59,94057;71
2344;60.00;59,9406;71
2345;60.00;59,94062;70
2346;60.00;59,94065;69
2347;60.00;59,94068;68
2348;60.00;59,9407;67
2349;60.00;59,94073;66
2350;60.00;59,94076;65
2351;60.00;59,94078;64
2352;60.00;59,94081;64
2353;60.00;59,94084;64
2354;60.00;59,94086;64
2355;60.00;59,94089;64
2356;60.00;59,94092;64
2357;60.00;59,94094;64
2358;60.00;59,94097;64
2359;60.00;59,941;64
2360;60.00;59,94102;64
2361;60.00;59,94105;64
2362;60.00;59,94108;64
2363;60.00;59,9411;64
2364;60.00;59,94113;64
2365;60.00;59,94116;64
2366;60.00;59,94118;64
2367;60.00;59,94121;64
2368;60.00;59,94124;64
2369;60.00;59,94127;64
2370;60.00;59,94129;64
2371;60.00;59,94131;64
2372;60.00;59,94134;63
2373;60.00;59,94136;62
2374;60.00;59,94138;61
2375;60.00;59,94141;60
2376;60.00;59,94143;59
2377;60.00;59,94145;59
2378;60.00;59,94147;59
2379;60.00;59,9415;59
2380;60.00;59,94152;59
2381;60.00;59,94154;59
2382;60.00;59,94157;59
2383;60.00;59,94159;59
2384;60.00;59,94161;59
2385;60.00;59,94164;59
2386;60.00;59,94166;59
2387;60.00;59,94168;59
2388;60.00;59,9417;59
2389;60.00;59,94173;59
2390;60.00;59,94175;59
2391;60.00;59,94177;59
2392;60.00;59,9418;59
2393;60.00;59,94182;59
2394;60.00;59,94184;59
2395;60.00;59,94186;59
2396;60.00;59,94189;59
2397;60.00;59,94191;58
2398;60.00;59,94193;57
2399;60.00;59,94196;56
2400;60.00;59,94198;55
2401;60.00;59,942;54
2402;60.00;59,94202;54
2403;60.00;59,94205;54
2404;60.00;59,94207;54
2405;60.00;59,94209;54
2406;60.00;59,94212;54
2407;60.00;59,94214;54
2408;60.00;59,94216;54
2409;60.00;59,94218;54
2410;60.00;59,94221;54
2411;60.00;59,94223;54
2412;60.00;59,94225;54
2413;60.00;59,94228;54
2414;60.00;59,9423;54
2415;60.00;59,94232;54
2416;60.00;59,94234;54
2417;60.00;59,94237;54
2418;60.00;59,94239;54
2419;60.00;59,94241;54
2420;60.00;59,94244;54
2421;60.00;59,94246;54
2422;60.00;59,94248;53
2423;60.00;59,9425;52
2424;60.00;59,94253;51
2425;60.00;59,94255;50
2426;60.00;59,94257;49
2427;60.00;59,9426;49
2428;60.00;59,94262;49
2429;60.00;59,94264;49
2430;60.00;59,94267;49
2431;60.00;59,94269;49
2432;60.00;59,94271;49
2433;60.00;59,94273;49
2434;60.00;59,94276;49
2435;60.00;59,94278;49
2436;60.00;59,9428;49
2437;60.00;59,94283;49
2438;60.00;59,94285;49
2439;60.00;59,94287;49
2440;60.00;59,94289;49
2441;60.00;59,94292;49
2442;60.00;59,94294;49
2443;60.00;59,94296;49
2444;60.00;59,94299;49
2445;60.00;59,94301;49
2446;60.00;59,94303;49
2447;60.00;59,94305;48
2448;60.00;59,94308;47
2449;60.00;59,9431;46
2450;60.00;59,94312;45
2451;60.00;59,94315;44
2452;60.00;59,94317;44
2453;60.00;59,94319;44
2454;60.00;59,94321;44
2455;60.00;59,94324;44
2456;60.00;59,94326;44
2457;60.00;59,94328;44
2458;60.00;59,94331;44
2459;60.00;59,94333;44
2460;60.00;59,94335;44
2461;60.00;59,94337;44
2462;60.00;59,9434;44
2463;60.00;59,94342;44
2464;60.00;59,94344;44
2465;60.00;59,94347;44
2466;60.00;59,94349;44
2467;60.00;59,94351;44
2468;60.00;59,94353;44
2469;60.00;59,94356;44
2470;60.00;59,94358;44
2471;60.00;59,9436;44
2472;60.00;59,94363;43
2473;60.00;59,94365;42
2474;60.00;59,94367;41
2475;60.00;59,9437;40
2476;60.00;59,94372;39
2477;60.00;59,94374;39
2478;60.00;59,94376;39
2479;60.00;59,94379;39
2480;60.00;59,94381;39
2481;60.00;59,94383;39
2482;60.00;59,94386;39
2483;60.00;59,94388;39
2484;60.00;59,9439;39
2485;60.00;59,94392;39
2486;60.00;59,94395;39
2487;60.00;59,94397;39
2488;60.00;59,94399;39
2489;60.00;59,94402;39
2490;60.00;59,94404;39
2491;60.00;59,94406;39
2492;60.00;59,94408;39
2493;60.00;59,94411;39
2494;60.00;59,94413;39
2495;60.00;59,94415;39
2496;60.00;59,94418;39
2497;60.00;59,9442;38
2498;60.00;59,94422;37
2499;60.00;59,94424;36
2500;60.00;59,94427;35
2501;60.00;59,94429;34
2502;60.00;59,94431;33
2503;60.00;59,94434;32
2504;60.00;59,94436;31
2505;60.00;59,94438;31
2506;60.00;59,9444;31
2507;60.00;59,94443;31
2508;60.00;59,94445;31
2509;60.00;59,94447;31
2510;60.00;59,9445;31
2511;60.00;59,94452;31
2512;60.00;59,94454;31
2513;60.00;59,94456;31
2514;60.00;59,94459;31
2515;60.00;59,94461;31
2516;60.00;59,94463;31
2517;60.00;59,94466;31
2518;60.00;59,94468;31
2519;60.00;59,9447;31
2520;60.00;59,94473;31
2521;60.00;59,94475;31
2522;60.00;59,94477;31
2523;60.00;59,94479;31
2524;60.00;59,94482;31
2525;60.00;59,94484;30
2526;60.00;59,94486;29
2527;60.00;59,94489;28
2528;60.00;59,94491;27
2529;60.00;59,94493;26
2530;60.00;59,94495;26
2531;60.00;59,94498;26
2532;60.00;59,945;26
2533;60.00;59,94502;26
2534;60.00;59,94505;26
2535;60.00;59,94507;26
2536;60.00;59,94509;26
2537;60.00;59,94511;26
2538;60.00;59,94514;26
2539;60.00;59,94516;26
2540;60.00;59,94518;26
2541;60.00;59,94521;26
2542;60.00;59,94523;26
2543;60.00;59,94525;26
2544;60.00;59,94527;26
2545;60.00;59,9453;26
2546;60.00;59,94532;26
2547;60.00;59,94534;26
2548;60.00;59,94537;26
2549;60.00;59,94539;26
2550;60.00;59,94541;25
2551;60.00;59,94543;24
2552;60.00;59,94546;23
2553;60.00;59,94548;22
2554;60.00;59,9455;21
2555;60.00;59,94553;21
2556;60.00;59,94555;21
2557;60.00;59,94557;21
2558;60.00;59,94559;21
2559;60.00;59,94562;21
2560;60.00;59,94564;21
2561;60.00;59,94566;21
2562;60.00;59,94569;21
2563;60.00;59,94571;21
2564;60.00;59,94573;21
2565;60.00;59,94576;21
2566;60.00;59,94578;21
2567;60.00;59,9458;21
2568;60.00;59,94582;21
2569;60.00;59,94585;21
2570;60.00;59,94587;21
2571;60.00;59,94589;21
2572;60.00;59,94592;21
2573;60.00;59,94594;21
2574;60.00;59,94596;21
2575;60.00;59,94598;20
2576;60.00;59,94601;19
2577;60.00;59,94603;18
2578;60.00;59,94604;18
2579;60.00;59,94606;18
2580;60.00;59,94608;18
2581;60.00;59,9461;18
2582;60.00;59,94612;18
2583;60.00;59,94614;18
2584;60.00;59,94616;18
2585;60.00;59,94618;18
2586;60.00;59,9462;18
2587;60.00;59,94622;18
2588;60.00;59,94624;18
2589;60.00;59,94625;18
2590;60.00;59,94627;18
2591;60.00;59,94629;18
2592;60.00;59,94631;18
2593;60.00;59,94633;18
2594;60.00;59,94635;18
2595;60.00;59,94637;18
2596;60.00;59,94639;18
2597;60.00;59,94641;18
2598;60.00;59,94643;17
2599;60.00;59,94645;16
2600;60.00;59,94646;16
2601;60.00;59,94648;16
2602;60.00;59,9465;16
2603;60.00;59,94652;16
2604;60.00;59,94654;16
2605;60.00;59,94656;16
2606;60.00;59,94658;16
2607;60.00;59,9466;16
2608;60.00;59,94662;16
2609;60.00;59,94664;16
2610;60.00;59,94666;16
2611;60.00;59,94667;16
2612;60.00;59,94669;16
2613;60.00;59,94671;16
2614;60.00;59,94673;16
2615;60.00;59,94675;16
2616;60.00;59,94677;16
2617;60.00;59,94679;16
2618;60.00;59,94681;16
2619;60.00;59,94683;16
2620;60.00;59,94685;15
2621;60.00;59,94687;14
2622;60.00;59,94688;13
2623;60.00;59,9469;12
2624;60.00;59,94692;11
2625;60.00;59,94694;11
2626;60.00;59,94696;11
2627;60.00;59,94698;11
2628;60.00;59,947;11
2629;60.00;59,94702;11
2630;60.00;59,94704;11
2631;60.00;59,94706;11
2632;60.00;59,94707;11
2633;60.00;59,94709;11
2634;60.00;59,94711;11
2635;60.00;59,94713;11
2636;60.00;59,94715;11
2637;60.00;59,94717;11
2638;60.00;59,94719;11
2639;60.00;59,94721;11
2640;60.00;59,94723;11
2641;60.00;59,94725;11
2642;60.00;59,94727;11
2643;60.00;59,94728;11
2644;60.00;59,9473;11
2645;60.00;59,94732;10
2646;60.00;59,94734;9
2647;60.00;59,94736;8
2648;60.00;59,94738;7
2649;60.00;59,9474;6
2650;60.00;59,94742;6
2651;60.00;59,94744;6
2652;60.00;59,94746;6
2653;60.00;59,94748;6
2654;60.00;59,94749;6
2655;60.00;59,94751;6
2656;60.00;59,94753;6
2657;60.00;59,94755;6
2658;60.00;59,94757;6
2659;60.00;59,94759;6
2660;60.00;59,94761;6
2661;60.00;59,94763;6
2662;60.00;59,94765;6
2663;60.00;59,94767;6
2664;60.00;59,94769;6
2665;60.00;59,9477;6
2666;60.00;59,94772;6
2667;60.00;59,94774;6
2668;60.00;59,94776;6
2669;60.00;59,94778;6
2670;60.00;59,9478;5
2671;60.00;59,94782;4
2672;60.00;59,94784;3
2673;60.00;59,94786;2
2674;60.00;59,94788;1
2675;60.00;59,9479;1
2676;60.00;59,94791;1
2677;60.00;59,94793;1
2678;60.00;59,94795;1
2679;60.00;59,94797;1
2680;60.00;59,94799;1
2681;60.00;59,94801;1
2682;60.00;59,94803;1
2683;60.00;59,94805;1
2684;60.00;59,94807;1
2685;60.00;59,94809;1
2686;60.00;59,9481;1
2687;60.00;59,94812;1
2688;60.00;59,94814;1
2689;60.00;59,94816;1
2690;60.00;59,94818;1
2691;60.00;59,9482;1
2692;60.00;59,94822;1
2693;60.00;59,94824;1
2694;60.00;59,94826;1
2695;60.00;59,94828;0
2696;60.00;59,9483;0
2697;60.00;59,94831;0
2698;60.00;59,94833;0
2699;60.00;59,94835;0
2700;60.00;59,94837;0
2701;60.00;59,94839;0
2702;60.00;59,94841;0
2703;60.00;59,94843;0
2704;60.00;59,94845;0
2705;60.00;59,94847;0
2706;60.00;59,94849;0
2707;60.00;59,94851;0
2708;60.00;59,94852;0
2709;60.00;59,94854;0
2710;60.00;59,94856;0
2711;60.00;59,94858;0
2712;60.00;59,9486;0
2713;60.00;59,94862;0
2714;60.00;59,94864;0
2715;60.00;59,94866;0
2716;60.00;59,94868;0
2717;60.00;59,9487;0
2718;60.00;59,94872;0
2719;60.00;59,94873;0
2720;60.00;59,94875;531
2721;60.00;59,94877;531
2722;60.00;59,94879;531
2723;60.00;59,94881;531
2724;60.00;59,94883;531
2725;60.00;59,94885;531
2726;60.00;59,94887;531
2727;60.00;59,94889;531
2728;60.00;59,94891;531
2729;60.00;59,94893;531
2730;60.00;59,94894;531
2731;60.00;59,94896;531
2732;60.00;59,94898;531
2733;60.00;59,949;531
2734;60.00;59,94902;531
2735;60.00;59,94904;531
2736;60.00;59,94906;531
2737;60.00;59,94908;531
2738;60.00;59,9491;531
2739;60.00;59,94912;530
2740;60.00;59,94913;529
2741;60.00;59,94915;528
2742;60.00;59,94917;528
2743;60.00;59,94919;528
2744;60.00;59,94921;528
2745;60.00;59,94923;528
2746;60.00;59,94925;528
2747;60.00;59,94927;528
2748;60.00;59,94929;528
2749;60.00;59,94931;528
2750;60.00;59,94933;528
2751;60.00;59,94934;528
2752;60.00;59,94936;528
2753;60.00;59,94938;528
2754;60.00;59,9494;528
2755;60.00;59,94942;528
2756;60.00;59,94944;528
2757;60.00;59,94946;528
2758;60.00;59,94948;528
2759;60.00;59,9495;528
2760;60.00;59,94952;528
2761;60.00;59,94954;528
2762;60.00;59,94955;527
2763;60.00;59,94957;526
2764;60.00;59,94959;525
2765;60.00;59,94961;524
2766;60.00;59,94963;523
2767;60.00;59,94965;523
2768;60.00;59,94967;523
2769;60.00;59,94969;551
2770;60.00;59,94971;551
2771;60.00;59,94973;551
2772;60.00;59,94975;551
2773;60.00;59,94976;551
2774;60.00;59,94978;551
2775;60.00;59,9498;551
2776;60.00;59,94982;551
2777;60.00;59,94984;551
2778;60.00;59,94986;551
2779;60.00;59,94988;551
2780;60.00;59,9499;551
2781;60.00;59,94992;551
2782;60.00;59,94994;551
2783;60.00;59,94995;551
2784;60.00;59,94997;551
2785;60.00;59,94999;551
2786;60.00;59,95001;551
2787;60.00;59,95003;551
2788;60.00;59,95005;550
2789;60.00;59,95007;550
2790;60.00;59,95009;550
2791;60.00;59,95011;550
2792;60.00;59,95013;550
2793;60.00;59,95015;550
2794;60.00;59,95016;550
2795;60.00;59,95018;550
2796;60.00;59,9502;550
2797;60.00;59,95022;550
2798;60.00;59,95024;550
2799;60.00;59,95026;550
2800;60.00;59,95028;550
2801;60.00;59,9503;550
2802;60.00;59,95032;550
2803;60.00;59,95034;550
2804;60.00;59,95036;550
2805;60.00;59,95037;550
2806;60.00;59,95039;550
2807;60.00;59,95041;550
2808;60.00;59,95043;550
2809;60.00;59,95045;549
2810;60.00;59,95047;548
2811;60.00;59,95049;547
2812;60.00;59,95051;546
2813;60.00;59,95053;545
2814;60.00;59,95055;545
2815;60.00;59,95057;545
2816;60.00;59,95058;545
2817;60.00;59,9506;545
2818;60.00;59,95062;545
2819;60.00;59,95064;545
2820;60.00;59,95066;545
2821;60.00;59,95068;545
2822;60.00;59,9507;545
2823;60.00;59,95072;545
2824;60.00;59,95074;545
2825;60.00;59,95076;545
2826;60.00;59,95078;545
2827;60.00;59,95079;545
2828;60.00;59,95081;545
2829;60.00;59,95083;545
2830;60.00;59,95085;545
2831;60.00;59,95087;545
2832;60.00;59,95089;545
2833;60.00;59,95091;545
2834;60.00;59,95093;544
2835;60.00;59,95095;543
2836;60.00;59,95097;542
2837;60.00;59,95098;541
2838;60.00;59,951;540
2839;60.00;59,95102;540
2840;60.00;59,95104;540
2841;60.00;59,95106;540
2842;60.00;59,95108;540
2843;60.00;59,9511;540
2844;60.00;59,95112;540
2845;60.00;59,95114;540
2846;60.00;59,95116;540
2847;60.00;59,95118;540
2848;60.00;59,95119;540
2849;60.00;59,95121;540
2850;60.00;59,95122;540
2851;60.00;59,95124;540
2852;60.00;59,95125;540
2853;60.00;59,95127;540
2854;60.00;59,95128;540
2855;60.00;59,9513;540
2856;60.00;59,95131;540
2857;60.00;59,95133;540
2858;60.00;59,95134;540
2859;60.00;59,95136;539
2860;60.00;59,95137;538
2861;60.00;59,95139;537
2862;60.00;59,9514;536
2863;60.00;59,95142;535
2864;60.00;59,95144;534
2865;60.00;59,95145;533
2866;60.00;59,95147;532
2867;60.00;59,95148;531
2868;60.00;59,9515;530
2869;60.00;59,95151;530
2870;60.00;59,95153;530
2871;60.00;59,95154;530
2872;60.00;59,95156;530
2873;60.00;59,95157;530
2874;60.00;59,95159;530
2875;60.00;59,9516;530
2876;60.00;59,95162;530
2877;60.00;59,95163;530
2878;60.00;59,95165;530
2879;60.00;59,95166;530
2880;60.00;59,95168;530
2881;60.00;59,95169;530
2882;60.00;59,95171;530
2883;60.00;59,95173;530
2884;60.00;59,95174;530
2885;60.00;59,95176;530
2886;60.00;59,95177;530
2887;60.00;59,95179;530
2888;60.00;59,9518;530
2889;60.00;59,95182;529
2890;60.00;59,95183;528
2891;60.00;59,95185;527
2892;60.00;59,95186;526
2893;60.00;59,95188;525
2894;60.00;59,95189;525
2895;60.00;59,95191;525
2896;60.00;59,95192;525
2897;60.00;59,95194;525
2898;60.00;59,95195;525
2899;60.00;59,95197;525
2900;60.00;59,95198;525
2901;60.00;59,952;525
2902;60.00;59,95201;525
2903;60.00;59,95203;525
2904;60.00;59,95205;525
2905;60.00;59,95206;525
2906;60.00;59,95208;525
2907;60.00;59,95209;525
2908;60.00;59,95211;525
2909;60.00;59,95212;525
2910;60.00;59,95214;525
2911;60.00;59,95215;525
2912;60.00;59,95217;525
2913;60.00;59,95218;525
2914;60.00;59,9522;524
2915;60.00;59,95221;523
2916;60.00;59,95223;522
2917;60.00;59,95224;521
2918;60.00;59,95226;520
2919;60.00;59,95227;520
2920;60.00;59,95229;520
2921;60.00;59,9523;520
2922;60.00;59,95232;520
2923;60.00;59,95234;520
2924;60.00;59,95235;520
2925;60.00;59,95237;520
2926;60.00;59,95238;520
2927;60.00;59,9524;520
2928;60.00;59,95241;520
2929;60.00;59,95243;520
2930;60.00;59,95244;520
2931;60.00;59,95246;520
2932;60.00;59,95247;520
2933;60.00;59,95249;520
2934;60.00;59,9525;520
2935;60.00;59,95252;520
2936;60.00;59,95253;520
2937;60.00;59,95255;520
2938;60.00;59,95256;520
2939;60.00;59,95258;519
2940;60.00;59,95259;518
2941;60.00;59,95261;517
2942;60.00;59,95263;516
2943;60.00;59,95264;516
2944;60.00;59,95266;516
2945;60.00;59,95267;516
2946;60.00;59,95269;516
2947;60.00;59,9527;516
2948;60.00;59,95272;516
2949;60.00;59,95273;516
2950;60.00;59,95275;516
2951;60.00;59,95276;516
2952;60.00;59,95278;516
2953;60.00;59,95279;516
2954;60.00;59,95281;516
2955;60.00;59,95282;516
2956;60.00;59,95284;516
2957;60.00;59,95285;516
2958;60.00;59,95287;516
2959;60.00;59,95288;516
2960;60.00;59,9529;516
2961;60.00;59,95292;516
2962;60.00;59,95293;516
2963;60.00;59,95295;515
2964;60.00;59,95296;514
2965;60.00;59,95298;513
2966;60.00;59,95299;512
2967;60.00;59,95301;511
2968;60.00;59,95302;511
2969;60.00;59,95304;511
2970;60.00;59,95305;511
2971;60.00;59,95307;511
2972;60.00;59,95308;511
2973;60.00;59,9531;511
2974;60.00;59,95311;511
2975;60.00;59,95313;511
2976;60.00;59,95314;511
2977;60.00;59,95316;511
2978;60.00;59,95317;511
2979;60.00;59,95319;511
2980;60.00;59,95321;511
2981;60.00;59,95322;511
2982;60.00;59,95324;511
2983;60.00;59,95325;511
2984;60.00;59,95327;511
2985;60.00;59,95328;511
2986;60.00;59,9533;511
2987;60.00;59,95331;511
2988;60.00;59,95333;510
2989;60.00;59,95334;509
2990;60.00;59,95336;508
2991;60.00;59,95337;507
2992;60.00;59,95339;506
2993;60.00;59,9534;506
2994;60.00;59,95342;506
2995;60.00;59,95343;506
2996;60.00;59,95345;506
2997;60.00;59,95346;506
2998;60.00;59,95348;506
2999;60.00;59,9535;506
3000;60.00;59,95351;506
3001;60.00;59,95353;506
3002;60.00;59,95354;506
3003;60.00;59,95356;506
3004;60.00;59,95357;506
3005;60.00;59,95359;506
3006;60.00;59,9536;506
3007;60.00;59,95362;506
3008;60.00;59,95363;506
3009;60.00;59,95365;506
3010;60.00;59,95366;506
3011;60.00;59,95368;506
3012;60.00;59,95369;506
3013;60.00;59,95371;505
3014;60.00;59,95372;504
3015;60.00;59,95374;503
3016;60.00;59,95375;502
3017;60.00;59,95377;501
3018;60.00;59,95378;501
3019;60.00;59,9538;501
3020;60.00;59,95382;501
3021;35.22;59,94563;501
3022;60.00;59,94565;501
3023;59.94;59,94564;501
3024;30.02;59,93575;501
3025;60.00;59,93577;501
3026;60.00;59,93579;501
3027;60.00;59,93582;501
3028;30.06;59,92595;501
3029;60.00;59,92597;501
3030;60.00;59,92599;501
3031;60.00;59,92602;501
3032;60.00;59,92604;501
3033;60.00;59,92606;501
3034;60.00;59,92609;501
3035;60.00;59,92611;501
3036;60.00;59,92613;501
3037;60.00;59,92616;501
3038;60.00;59,92618;500
3039;60.00;59,9262;499
3040;60.00;59,92622;499
3041;60.00;59,92625;499
3042;60.00;59,92627;499
3043;60.00;59,92629;499
3044;60.00;59,92632;499
3045;60.00;59,92634;499
3046;60.00;59,92636;499
3047;60.00;59,92638;499
3048;60.00;59,92641;499
3049;60.00;59,92643;499
3050;60.00;59,92645;499
3051;60.00;59,92648;499
3052;60.00;59,9265;499
3053;60.00;59,92652;499
3054;60.00;59,92654;499
3055;60.00;59,92657;499
3056;60.00;59,92659;499
3057;60.00;59,92661;499
3058;60.00;59,92664;499
3059;60.00;59,92666;499
3060;60.00;59,92668;498
