
Iteration; Rate; AvgRate
911;60.00;59,75748;
912;60.00;59,75774;
913;60.00;59,75801;
914;60.00;59,75827;
915;60.00;59,75854;
916;60.00;59,7588;
917;60.00;59,75906;
918;60.00;59,75933;
919;60.00;59,75959;
920;60.00;59,75985;
921;60.00;59,76011;
922;60.00;59,76037;
923;60.00;59,76063;
924;60.00;59,76089;
925;60.00;59,76115;
926;60.00;59,76141;
927;60.00;59,76167;
928;60.00;59,76192;
929;60.00;59,76218;
930;60.00;59,76243;
931;60.00;59,76269;
932;60.00;59,76294;
933;60.00;59,7632;
934;60.00;59,76345;
935;60.00;59,7637;
936;60.00;59,76395;
937;60.00;59,76421;
938;60.00;59,76446;
939;60.00;59,76471;
940;60.00;59,76496;
941;60.00;59,76521;
942;60.00;59,76546;
943;60.00;59,76571;
944;60.00;59,76595;
945;60.00;59,7662;
946;60.00;59,76645;
947;60.00;59,7667;
948;60.00;59,76694;
949;60.00;59,76719;
950;60.00;59,76743;
951;60.00;59,76768;
952;60.00;59,76792;
953;60.00;59,76817;
954;60.00;59,76841;
955;60.00;59,76865;
956;60.00;59,76889;
957;60.00;59,76913;
958;60.00;59,76937;
959;60.00;59,76962;
960;60.00;59,76986;
961;60.00;59,7701;
962;60.00;59,77034;
963;60.00;59,77058;
964;60.00;59,77081;
965;60.00;59,77105;
966;60.00;59,77129;
967;60.00;59,77152;
968;60.00;59,77176;
969;60.00;59,772;
970;60.00;59,77223;
971;60.00;59,77247;
972;60.00;59,7727;
973;60.00;59,77293;
974;60.00;59,77317;
975;60.00;59,7734;
976;60.00;59,77363;
977;60.00;59,77386;
978;60.00;59,7741;
979;60.00;59,77433;
980;60.00;59,77456;
981;60.00;59,77479;
982;60.00;59,77502;
983;60.00;59,77525;
984;60.00;59,77547;
985;60.00;59,7757;
986;60.00;59,77593;
987;60.00;59,77616;
988;60.00;59,77639;
989;60.00;59,77661;
990;60.00;59,77684;
991;60.00;59,77706;
992;60.00;59,77729;
993;60.00;59,77751;
994;60.00;59,77774;
995;60.00;59,77796;
996;60.00;59,77818;
997;60.00;59,7784;
998;60.00;59,77863;
999;60.00;59,77885;
1000;60.00;59,77907;
