
Iteration; Rate; AvgRate; NumberOfSensors 
3059;22.19;62,21727;1
3061;49.30;62,20681;1
3062;44.00;62,20086;1
3064;44.15;62,19046;1
3065;48.68;62,18605;1
3067;41.36;62,17067;1
3068;41.83;62,16404;1
3070;51.42;62,15805;1
3071;45.76;62,15271;1
3073;52.22;62,1445;1
3074;40.86;62,13758;1
3076;54.37;62,13255;1
3077;45.76;62,12723;1
3079;42.90;62,11819;1
3080;53.29;62,11533;1
3082;64.23;62,10755;1
3083;33.30;62,09821;1
3085;70.02;62,09835;1
3086;34.79;62,0895;1
3088;55.83;62,07757;1
3089;55.77;62,07553;1
3091;74.79;62,07175;1
3092;40.74;62,06485;1
3094;90.17;62,06855;1
3095;45.89;62,06332;1
3097;58.74;62,05426;1
3098;62.69;62,05447;1
3100;63.60;62,04535;1
3101;37.62;62,03747;1
3103;50.15;62,02779;1
3104;38.39;62,02017;1
3106;45.96;62,00692;1
3107;52.70;62,00393;1
3109;58.45;61,99276;1
3110;66.06;61,99407;1
3112;63.64;61,98923;1
3113;42.56;61,98299;1
3115;39.61;61,973;1
3116;34.05;61,96404;1
3118;41.28;61,95151;1
3119;40.27;61,94456;1
3121;33.23;61,92545;1
3122;47.60;61,92086;1
3124;40.86;61,90323;1
3125;35.95;61,89493;1
3127;54.10;61,88411;1
3128;55.03;61,88192;1
3130;41.01;61,87032;1
3131;48.79;61,86614;1
3133;54.79;61,85825;1
3134;38.75;61,85088;1
3136;40.42;61,84137;1
3137;49.38;61,8374;1
3139;61.69;61,82784;1
3140;37.83;61,8202;1
3142;31.29;61,80458;1
3143;58.97;61,80368;1
3145;45.40;61,79039;1
3146;18.12;61,77651;1
3148;56.93;61,76088;1
3149;44.10;61,75527;1
3151;37.42;61,73986;1
3152;47.82;61,73545;1
3154;51.21;61,72869;1
3155;44.68;61,72329;1
3157;42.92;61,70953;1
3158;39.02;61,70234;1
3160;40.77;61,68889;1
3161;55.55;61,68694;1
3163;35.92;61,67134;1
3164;31.10;61,66168;1
3166;53.16;61,65051;1
3167;50.56;61,647;1
3169;52.98;61,63648;1
3170;46.96;61,63185;1
3172;44.76;61,61834;1
3173;35.50;61,6101;1
3175;57.51;61,60272;1
3176;40.34;61,59602;1
3178;31.14;61,57832;1
3179;31.41;61,56883;1
3181;58.75;61,56083;1
3182;35.82;61,55274;1
3184;38.81;61,53572;1
3185;37.74;61,52825;1
3187;41.07;61,51267;1
3188;35.40;61,50448;1
3190;50.05;61,49079;1
3191;39.46;61,48388;1
3193;57.88;61,47649;1
3194;40.22;61,46983;1
3196;55.21;61,46362;1
3197;42.48;61,45768;1
3199;43.88;61,44542;1
3200;40.68;61,43893;1
3202;49.08;61,42994;1
3203;44.91;61,42478;1
3205;34.11;61,40662;1
3206;33.68;61,39797;1
3208;37.24;61,38338;1
3209;40.19;61,37677;1
3211;37.82;61,35742;1
3212;57.90;61,35635;1
3214;42.66;61,34474;1
3215;43.97;61,33933;1
3217;60.16;61,33171;1
3218;39.04;61,32479;1
3220;45.99;61,31281;1
3221;56.48;61,31131;1
3223;46.64;61,29941;1
3224;46.37;61,29478;1
3226;56.13;61,28705;1
3227;40.42;61,28058;1
3229;36.62;61,26869;1
3230;37.60;61,26136;1
3232;45.58;61,24821;1
3233;42.49;61,24241;1
3235;32.75;61,22467;1
3236;32.79;61,21589;1
3238;42.10;61,20021;1
3239;40.84;61,19392;1
3241;49.41;61,18186;1
3242;45.66;61,17707;1
3244;29.56;61,15836;1
3245;43.45;61,1529;1
3247;49.66;61,14165;1
3248;47.72;61,13752;1
3250;54.56;61,13021;1
3251;46.28;61,12565;1
3253;59.85;61,11761;1
3254;34.29;61,10936;1
3256;33.98;61,09442;1
3257;41.48;61,0884;1
3259;46.43;61,07603;1
3260;33.44;61,06756;1
3262;37.00;61,05137;1
3263;39.48;61,04476;1
3265;35.32;61,02904;1
3266;43.70;61,02374;1
3268;27.77;61,00681;1
3269;44.04;61,00161;1
3271;40.60;60,98834;1
3272;49.01;60,98468;1
3274;62.62;60,97656;1
3275;41.68;60,97067;1
3277;46.08;60,95776;1
3278;36.52;60,9503;1
3280;56.43;60,93945;1
3281;33.48;60,93108;1
3283;38.31;60,91505;1
3284;32.41;60,90637;1
3286;49.14;60,89457;1
3287;48.83;60,8909;1
3289;40.48;60,877;1
3290;42.62;60,87145;1
3292;48.43;60,86005;1
3293;45.24;60,8553;1
3295;62.55;60,84818;1
3296;46.90;60,84395;1
3298;45.67;60,83144;1
3299;33.70;60,82322;1
3301;36.95;60,80731;1
3302;37.50;60,80025;1
3304;50.61;60,78948;1
3305;53.95;60,78741;1
3307;33.38;60,77386;1
3308;36.21;60,76644;1
3310;34.10;60,74953;1
3311;36.82;60,7423;1
3313;39.12;60,72819;1
3314;49.84;60,7249;1
3316;54.14;60,71705;1
3317;37.34;60,71001;1
3319;42.59;60,6981;1
3320;43.73;60,69299;1
3322;45.57;60,68265;1
3323;46.60;60,67841;1
3325;43.64;60,66614;1
3326;38.04;60,65934;1
3328;41.00;60,64748;1
3329;43.30;60,64227;1
3331;48.12;60,62942;1
3332;34.38;60,62154;1
3334;36.25;60,608;1
3335;30.86;60,59908;1
3337;41.00;60,58564;1
3338;30.66;60,57668;1
3340;47.13;60,56592;1
3341;59.51;60,5656;1
3343;45.27;60,55022;1
3344;43.06;60,54499;1
3346;53.45;60,53478;1
3347;39.59;60,52853;1
3349;50.39;60,51996;1
3350;43.36;60,51484;1
3352;48.27;60,50267;1
3353;47.65;60,49883;1
3355;59.81;60,49081;1
3356;43.80;60,48584;1
3358;30.97;60,46877;1
3359;25.47;60,45835;1
3361;44.73;60,44328;1
3362;43.19;60,43814;1
3364;46.10;60,42534;1
3365;41.11;60,4196;1
3367;52.50;60,41159;1
3368;45.58;60,40719;1
3370;53.82;60,39934;1
3371;41.26;60,39366;1
3373;44.19;60,3846;1
3374;48.72;60,38115;1
3376;40.71;60,36568;1
3377;24.88;60,35517;1
3379;40.93;60,34086;1
3380;45.37;60,33643;1
3382;45.01;60,32717;1
3383;29.75;60,31813;1
3385;62.29;60,30989;1
3386;38.41;60,30343;1
3388;42.04;60,29269;1
3389;36.14;60,28557;1
3391;56.95;60,2757;1
3392;43.56;60,27077;1
3394;38.70;60,2611;1
3395;47.36;60,2573;1
3397;45.64;60,24482;1
3398;30.85;60,23616;1
3400;47.95;60,22584;1
3401;47.26;60,22203;1
3403;48.66;60,20996;1
3404;22.91;60,199;1
3406;35.10;60,18253;1
3407;42.16;60,17724;1
3409;36.24;60,16093;1
3410;32.05;60,15268;1
3412;19.75;60,13031;1
3413;28.43;60,12102;1
3415;25.75;60,10009;1
3416;14.24;60,08667;1
3418;34.46;60,06808;1
3419;24.82;60,05777;1
3421;28.13;60,03745;1
3422;25.89;60,02747;1
3424;32.60;60,01099;1
3425;43.35;60,00612;1
3427;48.62;59,99327;1
3428;37.86;59,98681;1
3430;43.99;59,97516;1
3431;32.16;59,96705;1
3433;49.53;59,9562;1
3434;37.02;59,94952;1
3436;54.65;59,93958;1
3437;32.61;59,93163;1
3439;46.29;59,92014;1
3440;40.36;59,91445;1
3442;40.99;59,89906;1
3443;27.49;59,88965;1
3445;41.83;59,88092;1
3446;31.95;59,87282;1
3448;48.69;59,86179;1
3449;32.15;59,85375;1
3451;43.96;59,84352;1
3452;55.78;59,84234;1
3454;53.13;59,83434;1
3455;39.79;59,82854;1
3457;49.07;59,81823;1
3458;47.18;59,81458;1
3460;36.45;59,80099;1
3461;49.29;59,79795;1
3463;37.32;59,78207;1
3464;30.46;59,77361;1
3466;40.88;59,76075;1
3467;33.04;59,75304;1
3469;28.61;59,73785;1
3470;34.45;59,73056;1
3472;43.35;59,71933;1
3473;43.57;59,71468;1
